Type,Addr,Register Description
U16,5003,"Custody Transfer Security Switch (secure=7070, otherwise unsecured)"
U16,5004,700 Floating Point Byte Ordering for Modbus
U16,5005,CEQ Number
U16,5006,"Fix Status LED (0=unfix, 1=green, 2=red, 3=yellow, 4=0ff, add 4 to flash)"
U16,5007,LDO Sample Period
U16,5008,LDO Scroll Button Assertion Count
U16,5009,LDO Select Button Assertion Count
U16,5010,Display Screen Number (write to change current screen)
U32,5011,Direct Memory Access Address
U16,5045,Board Type (see board type codes table)
U16,5046,Board Revision (Read Only for Orion)
U16,5047,NVM Address (must be written to load data into 5048)
U16,5048,NVM Data
U16,5049,NVM Test Command
U16,5050,"Profile Index (task index, timer index, or interrupt index)"
U16,5051,Task Maximum Blocking Time (before yielding) (us)
U16,5052,Task Maximum Execution Time (us)
U16,5053,Task Run Count
U16,5054,Task Stack Usage (bytes)
U16,5055,Timer Maximum Execution Time (us)
U16,5055,ISR Maximum Execution Time (us)
U16,5057,ISR Average Execution Time (us)
U16,5058,"Gen5: Fix Attached Core Status LED (0=unfix, 1=green, 2=red, 3=yellow, 4=0ff, add 4 to flash)"
U16,5059,"PIC Block 22/2400:(0=A, 1=B, 2=C, 3=D) 9739:(0=A, 1=E, 2=F, 3=D) ORION:(0=A, 1=E, 2=D):Qiming(0=A,1=B)"
U16,5060,PIC Revision
U32,5061,Number of requests sent to PIC (since power-on)
U32,5063,Number of valid responses received from PIC
U32,5065,Number of error responses received from PIC
U32,5067,Number of PIC responses with checksum errors
U32,5069,Number of PIC response time-outs
U32,5071,Number of PIC comm. Error responses
U32,5073,Number of PIC memory error responses
U32,5075,Number of PIC general error responses
U32,5077,Number of PIC configuration error responses
U32,5079,Number of PIC HART parity error responses
U16,5081,LDO Button Minimum Idle Time between button presses (milliseconds)
U16,5082,LDO Button Minimum Hold Time for a button press (milliseconds)
U16,5083,"LDO IR Button Status LED Control (0=PIC controlled, 1=Blackfin controlled)"
U16,5084,LDO IR Button Detection Window Size
U16,5085,LDO IR Button In Band Threshold for Assertion
U16,5086,LDO IR Button In Band Threshold for De-assertion
U16,5087,LDO IR Button Out of Band Threshold for Assertion
U16,5088,LDO IR Button Out of Band Threshold for De-assertion
U16,5089,LDO Backlight On Intensity
U16,5090,LDO Scroll Button IR Power
U16,5091,LDO Select Button IR Power
U16,5092,LDO IR Hysteresis
U16,5093,"LDO Hardware Assembly Revision (1=A, 2=B, etc.)"
U16,5094,LDO Board Type (See LDO Board Type Codes)
U32,5095,LDO Calibration Date (mm dd yy yy)
U16,5097,Calibration Time (hh mm)
U16,5098,Calibration Software Version
U16,5101,PIC Comm. Failure Window Size (1 to 200)
U16,5102,"PIC Comm. Max Failures (> 0, < Window Size)"
U16,5105,CP CEQ Number
U16,5106,Transmitter NVM Primary Configuration Copy Bad During Runtime Count
U16,5107,Transmitter NVM Backup Configuration Copy Bad During Runtime Count
U16,5108,"Fix Network LED (0=Unfix, 1=Green, 2=Red)"
A16,5109,LDO Screen Text Top line
A16,5117,LDO Screen Text Bottom line
U16,5125,PPI Button Simulation
U16,5126,PPI Text Line index (0-15)
A22,5127,PPI Text Single Line
U16,5138,Gas Measurement Type (see Gas Measurement Type Codes table)
U16,5139,Fork Type (see Fork Type Codes table)
U16,5140,Interface Type (see Interface Type Codes table)
U16,5141,Viscosity calibrated range selection (see calibrated range selection table)
A32,5142,Orion Product Code String & Gen5 'Options' portion of Product Code String
U16,5158,PPI Contrast Amount (0-255)
u16,5159,Orion transmitter type(Bit mapped)
F32,5160,KDV factory time period
U16,5162,Blind Unit Directory Read Exception
U16,5163,Blind Unit File Attribute
U16,5164,File Created Time in compressed format
U16,5165,File Created Date in compressed format
U32,5166,File Size
A24,5168,Blind Unit FileName
A24,5180,Blind Unit Directory Name
U16,5192,Blind Unit commands
A16,5300,Config Total #1 Name
A16,5308,Config Total #2 Name
A16,5316,Config Total #3 Name
A16,5324,Config Total #4 Name
A16,5332,Config Total #5 Name
A16,5340,Config Total #6 Name
A16,5348,Config Total #7 Name
A16,5356,Config Inv #1 Name
A16,5364,Config Inv #2 Name
A16,5372,Config Inv #3 Name
A16,5380,Config Inv #4 Name
A16,5388,Config Inv #5 Name
A16,5396,Config Inv #6 Name
A16,5404,Config Inv #7 Name
A16,5412,Config Total #1 User-Defined Name
A16,5420,Config Total #2 User-Defined Name
A16,5428,Config Total #3 User-Defined Name
A16,5436,Config Total #4 User-Defined Name
A16,5444,Config Total #5 User-Defined Name
A16,5452,Config Total #6 User-Defined Name
A16,5460,Config Total #7 User-Defined Name
A16,5468,Config Inv #1 User-Defined Name
A16,5476,Config Inv #2 User-Defined Name
A16,5484,Config Inv #3 User-Defined Name
A16,5492,Config Inv #4 User-Defined Name
A16,5500,Config Inv #5 User-Defined Name
A16,5508,Config Inv #6 User-Defined Name
A16,5516,Config Inv #7 User-Defined Name
U8,5524,LCD Contrast (see reg 2622 for setting backlight intensity) (Stored in display)
U8,5525,LOI Status LED Setting - dynamic which means device will over write value.
U8,5526,LOI Network LED Setting - dynamic which means device will over write value.
U8,5527,LOI Link LED setting - dynamic which means device will over write value.
U8,5528,LOI Button Sensitivity LEFT (Stored in PIC)
U8,5529,LOI Button Sensitivity DOWN (Stored in PIC)
U8,5530,LOI Button Sensitivity UP (Stored in PIC)
U8,5531,LOI Button Sensitivity RIGHT (Stored in PIC)
U8,5532,LOI Button Press Detection Window Size (Max = 2) (Stored in PIC)
U8,5533,LOI Button Press Threshold (Max = 8 * Window) (Stored in PIC)
U8,5534,LOI Button Release Threshold (Max = 8 * Window) (Stored in PIC)
U8,5535,LOI LCD Revision
U8,5536,LOI IR Hardware Revision
U8,5537,LOI WiFi Revision
U8,5538,"LOI Firmware Revision (5700: PIC firmware, 4200: MSP firmware)"
U8,5539,LOI Rotary1 Position
U8,5540,LOI Rotary2 Position
U8,5541,LOI Rotary3 Position
U8,5542,LOI Status  TBD
U16,5543,LOI Raw button states 
U16,5544,"Fix Link LED (0=unfix, 1=green, 4=blink green)"
U8,5545,LOI Button Adapt Hold Off time (200 ms ticks) (Stored in PIC)
U16,5546,LOI Rotary Setting (3 rotary switches settings combined into single register)
U8,5547,Reserved
A4,5548,Password for configuration and alert access
U32,5550,Reset All Min/Max Temp Statistics Timestamp
U32,5552,Sensor Temperature Max Timestamp
U32,5554,Sensor Temperature Min Timestamp
U32,5556,Core Temperature Max Timestamp
U32,5558,Core Temperature Min Timestamp
U32,5560,Xmtr Temperature Max Timestamp
U32,5562,Xmtr Temperature Min Timestamp
F32,5564,Sensor Default FlowPressureComp Liqid
F32,5566,Sensor Default FlowPressureComp Gas
F32,5568,Sensor Default DensPressureComp
F32,5570,Sensor Current FlowPressureComp
F32,5572,Sensor Current DensPressureComp
U32,5574,Alert current status - latched until acknowledged.  Shared with Local Display.
U16,5576,Alert 1 - 4 severity condensed into nibbles with Alert 1 in least significant nibble and Alert 4 in most significant nibble - see NE-107 Severity Codes
U16,5577,Alert 5 - 8 severity condensed into nibbles with Alert 5 in least significant nibble and Alert 8 in most significant nibble - see NE-107 Severity Codes
U16,5578,Alert 9 - 12 severity condensed into nibbles with Alert 9 in least significant nibble and Alert 12 in most significant nibble - see NE-107 Severity Codes
U16,5579,Alert 13 - 16 severity condensed into nibbles with Alert 13 in least significant nibble and Alert 16 in most significant nibble - see NE-107 Severity Codes
U16,5580,Alert 17 - 20 severity condensed into nibbles with Alert 17 in least significant nibble and Alert 20 in most significant nibble - see NE-107 Severity Codes
U16,5581,Alert 21 - 24 severity condensed into nibbles with Alert 21 in least significant nibble and Alert 24 in most significant nibble - see NE-107 Severity Codes
U16,5582,Alert 25 - 28 severity condensed into nibbles with Alert 25 in least significant nibble and Alert 28 in most significant nibble - see NE-107 Severity Codes
U16,5583,Alert 29 - 32 severity condensed into nibbles with Alert 29 in least significant nibble and Alert 32 in most significant nibble - see NE-107 Severity Codes
U32,5584,"Ignore Alerts - 1 bit per alert.  1=ignore, 0=don't ignore"
U16,5586,Bit #0 – CP RAM error (A2)
U16,5587,Bit #0 – Low Power (A31)
U16,5588,Bit #0 –  FO1 Fixed (A111)
U16,5589,Bit #0 – DO3 Present Value
U16,5590,Bit #0 – System is in fault
U16,5591,Bit #0 – Security is enabled and there's no password
U16,5592,Bit #0 – Wi-Fi Communication Failed
U16,5593,Bit #0 – Undefined
U16,5594,Bit #0 – Undefined
U16,5595,Bit #0 – Undefined
U16,5596,"Ignore Conditions in Reg 5586 - 1 bit per alert.  1=ignore, 0=don't ignore"
U16,5597,"Ignore Conditions in Reg 5587 - 1 bit per alert.  1=ignore, 0=don't ignore"
U16,5598,"Ignore Conditions in Reg 5588 - 1 bit per alert.  1=ignore, 0=don't ignore"
U16,5599,"Ignore Conditions in Reg 5589 - 1 bit per alert.  1=ignore, 0=don't ignore"
U16,5600,"Ignore Conditions in Reg 5590 - 1 bit per alert.  1=ignore, 0=don't ignore"
U16,5601,"Ignore Conditions in Reg 5591 - 1 bit per alert.  1=ignore, 0=don't ignore"
U16,5602,"Ignore Conditions in Reg 5592 - 1 bit per alert.  1=ignore, 0=don't ignore"
U16,5603,"Ignore Conditions in Reg 5593 - 1 bit per alert.  1=ignore, 0=don't ignore"
U16,5604,"Ignore Conditions in Reg 5594 - 1 bit per alert.  1=ignore, 0=don't ignore"
U16,5605,"Ignore Conditions in Reg 5595 - 1 bit per alert.  1=ignore, 0=don't ignore"
U16,5606,2 PV Screen Slot #1 (see process variable codes in back)
U16,5607,2 PV Screen Slot #2 (see process variable codes in back)
U32,5608,Bit #0 – Custody Transfer
U16,5610,Temporary license key number of expiration days - 90 days maximum
U16,5611,Permanent license key expiration days - 0xFFFF is a permanent license.  (0xFF for 4200)
F32,5612,Time Zone Units
U16,5614,Time Zone (Sets time zone units)
U32,5615,Time in Seconds (of time zone units) 
U16,5629,HART Seconday Variable
U16,5630,HART Tertiary Variable
U32,5631,Bit #0 – Undefined
U16,5633,"LED Status Configuration 0 = Standard (default), 1 = NE107"
U32,5634,Watch Dog Time timeout counter (increments for each Kinetis core WDT reset)
U32,5636,Unique ID (from SD Card on 5700XX)
U16,5638,NE-107 Alert Summary
U32,5639,"Acknowledge Alerts - 1 bit per alert.  1=Needs ACK, 0 = Alert ACK'ed"
U16,5641,Event History Index (0 to 19) - Record 19 is most recent while Record 0 is oldest
U16,5642,Event ID (0 to 160) Follows ordering of conditions (Reg 5586-5595)
U16,5643,Event State (0=Active; 1=Inactive; 2=Toggling)
U32,5644,Event Timestamp (seconds)
U32,5646,Bit #0 – Custody Transfer
F32,5650,Config File Save/Restore Progress
U16,5652,"Config File Save/Restore Status (0=OK/Done, 1=Error/Aborted, 2=In Progress)"
U16,5653,"Config File Save/Restore Type (0=Spare, 1=Spare/SD, 2=Xfer, 3=Xfer/SD, 4=EDF, 5=EDF/SD, 6=Dump, 7=Dump/SD)"
U16,5664,Config File Restore Error Count
U16,5665,Config File EDF (.matrix)  0-5 are valid values
U32,5670,Totalizer Log StartTime(in seconds)
U8,5672,Totalizer Log Time Interval(in hours)
U8,5673,"Totalizer Log PV1  (can assign any Tot/Inv Pvcode, also 200-203)"
U8,5674,"Totalizer Log PV2   (can assign any Tot/Inv Pvcode, also 200-203)"
U8,5675,"Totalizer Log PV3   (can assign any Tot/Inv Pvcode, also 200-203)"
U8,5676,"Totalizer Log PV4   (can assign any Tot/Inv Pvcode, also 200-203)"
U32,5631,Bit #0 – Undefined
A16,5680,Permanent License Key String
A16,5688,Temporary License Key String
U16,5697,FCF Datalog Item: Run Counter
U16,5698,NV Map Version (increments 1 to 0xFFFF whenever the NV Map changes)
U16,5699,Zero Verification Result (Refer to Zero Verification Result Codes)
F32,5700,Mean of Temperature from Last Flowing Baseline
F32,5702,Mean of Density from Last Flowing Baseline
F32,5704,Mean of Drive Gain from Last Flowing Baseline
F32,5706,Mean of Delta-T from Last Flowing Baseline
F32,5708,Standard Deviation of Temperature from Last Flowing Baseline
F32,5710,Standard Deviation of Density from Last Flowing Baseline
F32,5712,Standard Deviation of Drive Gain from Last Flowing Baseline
F32,5714,Standard Deviation of Delta-T from Last Flowing Baseline
F32,5718,Factory D1 ZeroStdDev
F32,5720,Factory D1 ZeroValue
U32,5722,Factory D1 SensorSerialNm
A16,5724,Factory D1 SensorType
U32,5732,Factory D1 Time
F32,5734,Factory D1 Temp5MinAve
F32,5736,Factory D1 Temp5MinStdDev
F32,5738,Factory D1 DG5MinAve
F32,5740,Factory D1 DG5MinStdDev
F32,5742,Factory D1 LPO5MinAve
F32,5744,Factory D1 LPO5MinStdDev
F32,5746,Factory D2 ZeroStdDev
F32,5748,Factory D2 ZeroValue
U32,5750,Factory D2 SensorSerialNm
A16,5752,Factory D2 SensorType
U32,5760,Factory D2 Time
F32,5762,Factory D2 Temp5MinAve
F32,5764,Factory D2 Temp5MinStdDev
F32,5766,Factory D2 DG5MinAve
F32,5768,Factory D2 DG5MinStdDev
F32,5770,Factory D2 LPO5MinAve
F32,5772,Factory D2 LPO5MinStdDev
F32,5774,Phase Genius Drive Gain Limit 
F32,5776,Phase Genius LPO Limit Factor 
U8,5778,"Phase Genius Flow Severity(0=Single,1=moderate,2=severe)"
U16,5779,SMV data index (0-19 to access SMV run data)
U32,5780,Factory D2 Time
F32,5782,Normalized LPO Stiffness
F32,5784,Normalized RPO Stiffness
F32,5786,LPO Mass Data
F32,5788,Rpo Mass Data
F32,5790,Damping
F32,5792,Drive mA
F32,5794,delta T
F32,5796,Temperature
F32,5798,Density
F32,5800,LPO Ampiltude
F32,5802,RPO Amplitude
F32,5804,Drive Frequency
F32,5806,LPO Export (data to be used if a new core is needed)
F32,5808,RPO Export (data to be used if a new core is needed)
F32,5810,LPO Conf
F32,5812,RPO Conf
F32,5814,LPO Flex
F32,5816,RPO Flex
U16,5818,Abort Code
U16,5819,Abort State
U16,5820,LPO P/F
U16,5821,RPO P/F
U16,5822,Sensor Type
U32,5823,Sensor Serial Number
U16,5825,Index number of last run
U16,5826,Index of SMV run to save at next save time
U32,5827,Time of last save
F32,5849,Smart Zero Progress (0.0% to 100.0%)
U16,5851,Password failures
U16,5852,Software Upgrade failures
U16,5853,Database Write failures
U16,5863,Proto Micro Software Version Number (xxx.xx format – 612 means rev 6.12)
U16,5864,HART Field Alarm Severity 1 (NE107)
U16,5865,HART Field Alarm Severity 2 (NE107)
U16,5866,Differential Mass Flow Scaled Integer
U16,5867,Differential Mass Total Scaled Integer
U16,5868,Differential Mass Inventory Scaled Integer
U16,5869,Differential Mass Flow Scaled Integer Offset
U16,5870,Differential Mass Total Scaled Integer Offset
U16,5871,Differential Mass Inventory Scaled Integer Offset
U16,5872,Differential Mass Flow Scaled Integer Factor
U16,5873,Differential Mass Total Scaled Integer Factor
U16,5874,Differential Mass Inventory Scaled Integer Factor
F32,5875,Zero Check Value
U16,5877,Number of available messages in File Message Pool
U16,5878,Max usage of PEG Pool (%)
U32,5879,Max usage of Fast RAM (bytes)
F32,5881,Coefficients for polynomial time period correction 
F32,5883,Polynomial time period accuracy
U16,5885,Index for polynomial time period correction coefficients (0-4)
F32,5886,Density from A Factors for SSC
F32,5888,Density from K Factors for SSC.
F32,5890,Uncorrected damped temperature for SSC.
F32,5892,Manually entered RTD wire resistance.
U16,5899,Ethernet mirror mode - use coil 545 to enable (see Ethernet Mirror Mode Codes)
U16,5900,IP Address Octet 1 - MSB
U16,5901,IP Address Octet 2
U16,5902,IP Address Octet 3
U16,5903,IP Address Octet 4 - LSB
U16,5904,Subnet Mask Octet 1 - MSB
U16,5905,Subnet Mask Octet 2
U16,5906,Subnet Mask Octet 3
U16,5907,Subnet Mask Octet 4 - LSB
U16,5908,Default Gateway Octet 1 - MSB
U16,5909,Default Gateway Octet 2
U16,5910,Default Gateway Octet 3
U16,5911,Default Gateway Octet 4 - LSB
U16,5912,Preferred DNS server Octet 1 - MSB
U16,5913,Preferred DNS server Octet 2
U16,5914,Preferred DNS server Octet 3
U16,5915,Preferred DNS server Octet 4 - LSB
U16,5916,Alternate DNS server Octet 1 - MSB
U16,5917,Alternate DNS server Octet 2
U16,5918,Alternate DNS server Octet 3
U16,5919,Alternate DNS server Octet 4 - LSB
U16,5920,EIP TCP Mcast TTL
U16,5921,EIP TCP Mcast Alloc
U16,5922,EIP TCP Mcast Num Mcast
U32,5923,EIP TCP Mcast Start Adr
U16,5925,Ethernet Port 1 Speed
U16,5926,Ethernet Port 2 Speed
U16,5927,EIP_QoS_DSCP_Urgent
U16,5928,EIP_QoS_DSCP_Scheduled
U16,5929,EIP_QoS_DSCP_High
U16,5930,EIP_QoS_DSCP_Low
U16,5931,EIP_QoS_DSCP_Explicit
U16,5932,Max usage of TCP/IP Pool (%)
U16,5933,Max usage of RTCS Message Pool (%)
U16,5934,Max usage of RTCS PCB (%)
U16,5935,Max usage of RTCS Sockets (%)
U16,5936,Profinet Input Assembly
U16,5937,Profinet Output Assembly
U32,5950,ENET Status Block
U32,5952,ENET Output Block
F32,5954,ENET Input Slot 1
F32,5956,ENET Input Slot 2
F32,5958,ENET Input Slot 3
F32,5960,ENET Input Slot 4
F32,5962,ENET Input Slot 5
F32,5964,ENET Input Slot 6
F32,5966,ENET Input Slot 7
F32,5968,ENET Input Slot 8
F32,5970,ENET Input Slot 9
F32,5972,ENET Input Slot 10
F32,5974,ENET Input Slot 11
F32,5976,ENET Input Slot 12
F32,5978,ENET Input Slot 13
F32,5980,ENET Input Slot 14
F32,5982,ENET Input Slot 15
F32,5984,ENET Input Slot 16
F32,5986,ENET Input Slot 17
F32,5988,ENET Input Slot 18
F32,5990,ENET Input Slot 19
F32,5992,ENET Input Slot 20
F32,5994,ENET Input Slot 21
F32,5996,ENET Input Slot 22
F32,5998,ENET Input Slot 23
F32,6000,ENET Input Slot 24
F32,6002,ENET Input Slot 25
F32,6004,ENET Input Slot 26
F32,6006,ENET Input Slot 27
F32,6008,ENET Input Slot 28
F32,6010,ENET Input Slot 29
F32,6012,ENET Input Slot 30
F32,6014,ENET Input Slot 31
F32,6016,ENET Input Slot 32
F32,6018,ENET Output Slot 1 - Output of Floating Point Modbus Register
F32,6020,ENET Output Slot 2 - Output of Floating Point Modbus Register
F32,6022,ENET Output Slot 3 - Output of Floating Point Modbus Register
F32,6024,ENET Output Slot 4 - Output of Floating Point Modbus Register
U16,6026,ENET Output Slot 5 - Output of U16 Modbus Register
U16,6027,ENET Output Slot 6 - Output of U16 Modbus Register
U16,6028,ENET Output Slot 7 - Output of U16 Modbus Register
U16,6029,ENET Output Slot 8 - Output of U16 Modbus Register
U16,6030,ENET Output Slot 9 - Output of Modbus Coil
U16,6031,ENET Output Slot 10 - Output of Modbus Coil
U16,6032,ENET Output Slot 11 - Output of Modbus Coil
U16,6033,ENET Output Slot 12 - Output of Modbus Coil
U16,6034,ENET Input Slot 1 Transmitter Variable Index
U16,6035,ENET Input Slot 2 Transmitter Variable Index
U16,6036,ENET Input Slot 3 Transmitter Variable Index
U16,6037,ENET Input Slot 4 Transmitter Variable Index
U16,6038,ENET Input Slot 5 Transmitter Variable Index
U16,6039,ENET Input Slot 6 Transmitter Variable Index
U16,6040,ENET Input Slot 7 Transmitter Variable Index
U16,6041,ENET Input Slot 8 Transmitter Variable Index
U16,6042,ENET Input Slot 9 Transmitter Variable Index
U16,6043,ENET Input Slot 10 Transmitter Variable Index
U16,6044,ENET Input Slot 11 Transmitter Variable Index
U16,6045,ENET Input Slot 12 Transmitter Variable Index
U16,6046,ENET Input Slot 13 Transmitter Variable Index
U16,6047,ENET Input Slot 14 Transmitter Variable Index
U16,6048,ENET Input Slot 15 Transmitter Variable Index
U16,6049,ENET Input Slot 16 Transmitter Variable Index
U16,6050,ENET Input Slot 17 Transmitter Variable Index
U16,6051,ENET Input Slot 18 Transmitter Variable Index
U16,6052,ENET Input Slot 19 Transmitter Variable Index
U16,6053,ENET Input Slot 20 Transmitter Variable Index
U16,6054,ENET Input Slot 21 Transmitter Variable Index
U16,6055,ENET Input Slot 22 Transmitter Variable Index
U16,6056,ENET Input Slot 23 Transmitter Variable Index
U16,6057,ENET Input Slot 24 Transmitter Variable Index
U16,6058,ENET Input Slot 25 Transmitter Variable Index
U16,6059,ENET Input Slot 26 Transmitter Variable Index
U16,6060,ENET Input Slot 27 Transmitter Variable Index
U16,6061,ENET Input Slot 28 Transmitter Variable Index
U16,6062,ENET Input Slot 29 Transmitter Variable Index
U16,6063,ENET Input Slot 30 Transmitter Variable Index
U16,6064,ENET Input Slot 31 Transmitter Variable Index
U16,6065,ENET Input Slot 32 Transmitter Variable Index
U16,6066,ENET Output Slot 1 Floating Point Modbus Register
U16,6067,ENET Output Slot 2 Floating Point Modbus Register
U16,6068,ENET Output Slot 3 Floating Point Modbus Register
U16,6069,ENET Output Slot 4 Floating Point Modbus Register
U16,6070,ENET Output Slot 5 U16 Modbus Register
U16,6071,ENET Output Slot 6 U16 Modbus Register
U16,6072,ENET Output Slot 7 U16 Modbus Register
U16,6073,ENET Output Slot 8 U16 Modbus Register
U16,6074,ENET Output Slot 9 Modbus Coil
U16,6075,ENET Output Slot 10 Modbus Coil
U16,6076,ENET Output Slot 11 Modbus Coil
U16,6077,ENET Output Slot 12 Modbus Coil
U16,6082,"http: port - RW for v1.x, RO for v2.0 and above"
U16,6083,"https: port - RW for v1.x, RO for v2.0 and above"
U16,6084,Modbus TCP port
U16,6085,EtherNet/IP Implicit Message port
U16,6086,EtherNet/IP Explicit Message port
U16,6087,undefined
U32,6088,MAC ID - Mfg part (1st three octets)  Micro Motion = 0x001EF2
U32,6090,MAC ID - Device part (last three octets) - Copy of HART ID (reg 122/123)
A14,6092,Admin Password for web server authentication - 14 characters
A14,6099,Operator Password for web server authentication - 14 characters
U16,6106,Primary Ethernet Protocol (see Primary Ethernet Protocol Codes)
U16,6107,"Inactivity timeout for EtherNet/IP, Modbus TCP and Profinet (sec)"
U16,6108,"Ethernet,WIFI Connections"
U32,6109,"MAC ID - Port 2  (last three octets) - HART ID (reg 122/123 + 6,000,000)"
U16,6111,Count of new items in Alert History (cleared/acknowledged by writing 0).
U16,6112,Web Process Monitor Variable #1 (see process variable codes table)
U16,6113,Web Process Monitor Variable #2 (see process variable codes table)
U16,6114,Web Process Monitor Variable #3 (see process variable codes table)
U16,6115,Web Process Monitor Variable #4 (see process variable codes table)
U16,6116,Web Process Monitor Variable #5 (see process variable codes table)
U16,6117,Web Process Monitor Variable #6 (see process variable codes table)
U16,6118,Web Process Monitor Variable #7 (see process variable codes table)
U16,6119,Web Process Monitor Variable #8 (see process variable codes table)
U16,6120,Web Process Monitor Variable #9 (see process variable codes table)
U16,6121,Web Process Monitor Variable #10 (see process variable codes table)
U16,6122,Web Process Monitor Variable #11 (see process variable codes table)
U16,6123,Web Process Monitor Variable #12 (see process variable codes table)
U16,6124,Web Process Monitor Variable #13 (see process variable codes table)
U16,6125,Web Process Monitor Variable #14 (see process variable codes table)
U16,6126,Web Process Monitor Variable #15 (see process variable codes table)
U16,6127,Web Process Monitor Variable #16 (see process variable codes table)
U16,6128,Web Prep Download File
U16,6129,Printer IP Address Octet 1 - MSB
U16,6130,Printer IP Address Octet 2
U16,6131,Printer IP Address Octet 3
U16,6132,Printer IP Address Octet 4 - LSB
A4,6198,Password for totalizer inventory start/stop/reset context menu
U16,6200,"Zero Data Set (0=current, 1=factory, 2=previous)"
U16,6201,deltaT number of samples during Zero Cal
F32,6202,Average deltaT during Zero Cal
F32,6204,Average tempearature during Zero Cal
F32,6206,Average density during Zero Cal
F32,6208,Average drive gain during Zero Cal
F32,6210,Standard Deviation deltaT during Zero Cal
F32,6212,Standard Deviation tempearature during Zero Cal
F32,6214,Standard Deviation density during Zero Cal
F32,6216,Standard Deviation drive gain during Zero Cal
F32,6222,Gas vs Liquid limit (default = 300 kg/m3; no range checking)
F32,6224,Zero Density limit (default = 100 kg/m3; no range checking)
F32,6226,Zero Multiplier (default =3; no range checking)
F32,6228,Base Spec Multiplier (default = 2; no range checking)
F32,6230,Cryogenic temperature limit (default = -100 degC; no range checking)
F32,6232,Zero Stability from PDS (mass flow user units)
F32,6234,Mass Flow Base Accuracy (%)
F32,6236,Mass Flow Pressure Effect from PDS (%/pressure user units)
F32,6238,Zero Stability vs Tempearture from PDS
F32,6240,Maximum Flow from PDS (mass flow user units)
F32,6242,Minimum Flow (mass flow user units)
F32,6244,Base Density Accuracy from PDS (density user units)
F32,6246,Density Pressure Effect from PDS
F32,6248,Density vs Temperature from PDS
F32,6250,Operating Zero Stability (mass flow user units)
F32,6252,Zero Stability at operating temperature (mass flow user units)
F32,6254,Total Zero Stability (operating ZS + temperature ZS)  (mass flow user units)
F32,6256,Flat Spec Minimum Limit  (mass flow user units)
F32,6258,Mass Pressure Effect at operating pressure (%)
F32,6260,Mass operating uncertainty (%)
F32,6262,Mass best uncertainty (%)
U16,6264,Bit #0 – Low Flow Check Failed
F32,6265,Temperature Correction Factor
F32,6267,Density Correction Factor
U16,6269,"Flow Range Status (0=Optimum,1=Needs Zero,2=Flow Rate too low)"
F32,6270,Installation Verification Progress
U16,6272,Installation Verification State
F32,6273,Mass Flow Pressure Meter Factor (unitless)
F32,6275,Density Pressure Meter Factor  (unitless)
F32,6277,Volume Flow Pressure Meter Factor  (unitless)
F32,6336,SMV Symmetry Standard Deviation (needed for coating)  - last run
F32,6338,SMV Conf. Int. Spread (needed for coating)  - last run
F32,6340,Normalized Standard Deviation of LPO Stiffness - last run
F32,6342,Normalized Standard Deviation of RPO Stiffness - last run
F32,6344,LPO Conf Int. Spread  - last run
F32,6346,RPO Conf Int. Spread  - last run
U16,6348,SMV Output State Codes - last run (see reg 6364 for bit definitions)
U16,6349,SMV State Input 
F32,6350,SMV Dead Band Base
F32,6352,SMV Dead Band
F32,6354,SMV Max Conf. Int. Spread
F32,6356,Normalized Standard Deviation of LPO Stiffness
F32,6358,Normalized Standard Deviation of RPO Stiffness
F32,6360,LPO Conf Int. Spread
F32,6362,RPO Conf Int. Spread
U16,6364,Bit #0 – Left Stiffness Changed High
F32,6365,SMV Symmetry Dead Band
F32,6367,SMV Symmetry Standard Deviation (needed for coating)
F32,6369,SMV Symmetry Conf. Int. Spread (needed for coating)
F32,6371,SMV LPO Meter Factor
F32,6373,SMV RPO Meter Factor
F32,6375,Standard Deviation of LPO Stiffness 
F32,6377,Standard Deviation of RPO Stiffness 
F32,6379,Symmetry Standard Deviation Raw Data
F32,6381,Stiffness LPO Log
F32,6383,Stiffness RPO Log
F32,6385,Resonant Frequency Estimate Log
U16,6400,Hour Index for Trend Data (0-3)
U16,6401,Variable Index for Trend Data (0=mass flow; 1=volume flow/GSV; 2=density; 3=temperature;4=drive gain;5=LPO;6=RPO;7=live zero)
F32,6402,Trend Datapoint 0
F32,6404,Trend Datapoint 1
F32,6406,Trend Datapoint 2
F32,6408,Trend Datapoint 3
F32,6410,Trend Datapoint 4
F32,6412,Trend Datapoint 5
F32,6414,Trend Datapoint 6
F32,6416,Trend Datapoint 7
F32,6418,Trend Datapoint 8
F32,6420,Trend Datapoint 9
F32,6422,Trend Datapoint 10
F32,6424,Trend Datapoint 11
F32,6426,Trend Datapoint 12
F32,6428,Trend Datapoint 13
F32,6430,Trend Datapoint 14
F32,6432,Trend Datapoint 15
F32,6434,Trend Datapoint 16
F32,6436,Trend Datapoint 17
F32,6438,Trend Datapoint 18
F32,6440,Trend Datapoint 19
F32,6442,Trend Datapoint 20
F32,6444,Trend Datapoint 21
F32,6446,Trend Datapoint 22
F32,6448,Trend Datapoint 23
F32,6450,Trend Datapoint 24
F32,6452,Trend Datapoint 25
F32,6454,Trend Datapoint 26
F32,6456,Trend Datapoint 27
F32,6458,Trend Datapoint 28
F32,6460,Trend Datapoint 29
F32,6462,Trend Datapoint 30
F32,6464,Trend Datapoint 31
